
INPUT_TABLE
Variable ID
GLIMPSEAddCO2Subspecies-Nest

region,supplysector,nesting-subsector,subsector,technology,year,pollutant
CT,peak generation,coal,coal_peak_conv pul_retire_2023,coal (conv pul) (dry cooling),2015,CO2_Pol
CT,peak generation,coal,coal_peak_conv pul_retire_2023,coal (conv pul) (once through),2015,CO2_Pol
CT,peak generation,coal,coal_peak_conv pul_retire_2023,coal (conv pul) (recirculating),2015,CO2_Pol
CT,peak generation,coal,coal_peak_conv pul_retire_2023,coal (conv pul) (seawater),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC,gas (CC) (cooling pond),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC,gas (CC) (dry cooling),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC,gas (CC) (once through),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC,gas (CC) (recirculating),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC,gas (CC) (seawater),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC_CCS,gas (CC CCS) (dry cooling),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC_CCS,gas (CC CCS) (recirculating),2015,CO2_Pol
CT,peak generation,gas,gas_peak_CC_CCS,gas (CC CCS) (seawater),2015,CO2_Pol
CT,peak generation,gas,gas_peak_steam/CT,gas (steam/CT) (cooling pond),2015,CO2_Pol
CT,peak generation,gas,gas_peak_steam/CT,gas (steam/CT) (dry cooling),2015,CO2_Pol
CT,peak generation,gas,gas_peak_steam/CT,gas (steam/CT) (once through),2015,CO2_Pol
CT,peak generation,gas,gas_peak_steam/CT,gas (steam/CT) (recirculating),2015,CO2_Pol
CT,peak generation,gas,gas_peak_steam/CT,gas (steam/CT) (seawater),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_CC,refined liquids (CC) (dry cooling),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_CC,refined liquids (CC) (recirculating),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_CC,refined liquids (CC) (seawater),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_CC_CCS,refined liquids (CC CCS) (dry cooling),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_CC_CCS,refined liquids (CC CCS) (recirculating),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_CC_CCS,refined liquids (CC CCS) (seawater),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_steam/CT,refined liquids (steam/CT) (cooling pond),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_steam/CT,refined liquids (steam/CT) (dry cooling),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_steam/CT,refined liquids (steam/CT) (once through),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_steam/CT,refined liquids (steam/CT) (recirculating),2015,CO2_Pol
CT,peak generation,refined liquids,refined liquids_peak_steam/CT,refined liquids (steam/CT) (seawater),2015,CO2_Pol
CT,base load generation,biomass,biomass_base_conv,biomass (conv) (cooling pond),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv,biomass (conv) (dry cooling),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv,biomass (conv) (once through),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv,biomass (conv) (recirculating),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv,biomass (conv) (seawater),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv_CCS,biomass (conv CCS) (dry cooling),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv_CCS,biomass (conv CCS) (recirculating),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_conv_CCS,biomass (conv CCS) (seawater),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_IGCC,biomass (IGCC) (dry cooling),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_IGCC,biomass (IGCC) (recirculating),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_IGCC,biomass (IGCC) (seawater),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_IGCC_CCS,biomass (IGCC CCS) (dry cooling),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_IGCC_CCS,biomass (IGCC CCS) (recirculating),2020,CO2_Pol
CT,base load generation,biomass,biomass_base_IGCC_CCS,biomass (IGCC CCS) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1951-1955,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1951-1955,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1951-1955,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1951-1955,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1956-1960,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1956-1960,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1956-1960,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1956-1960,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1961-1965,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1961-1965,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1961-1965,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1961-1965,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1966-1970,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1966-1970,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1966-1970,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1966-1970,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1966-1970,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1971-1975,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1971-1975,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1971-1975,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1971-1975,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1971-1975,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1976-1980,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1976-1980,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1976-1980,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1976-1980,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1976-1980,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1981-1985,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1981-1985,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1981-1985,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1981-1985,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1981-1985,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1986-1990,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1986-1990,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1986-1990,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1986-1990,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1991-1995,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1991-1995,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1991-1995,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1991-1995,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1991-1995,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1996-2000,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1996-2000,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1996-2000,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 1996-2000,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2001-2005,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2001-2005,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2001-2005,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2006-2010,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2006-2010,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2006-2010,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2006-2010,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2011-2015,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2011-2015,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2011-2015,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2011-2015,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2016-2021,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul 2016-2021,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul before 1950,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul before 1950,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_CCS,coal (conv pul CCS) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_CCS,coal (conv pul CCS) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_CCS,coal (conv pul CCS) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_retire_2023,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_retire_2023,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_retire_2023,coal (conv pul) (once through),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_retire_2023,coal (conv pul) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_conv pul_retire_2023,coal (conv pul) (seawater),2020,CO2_Pol
CT,base load generation,coal,coal_base_IGCC_CCS,coal (IGCC CCS) (dry cooling),2020,CO2_Pol
CT,base load generation,coal,coal_base_IGCC_CCS,coal (IGCC CCS) (recirculating),2020,CO2_Pol
CT,base load generation,coal,coal_base_IGCC_CCS,coal (IGCC CCS) (seawater),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC,gas (CC) (cooling pond),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC,gas (CC) (dry cooling),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC,gas (CC) (once through),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC,gas (CC) (recirculating),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC,gas (CC) (seawater),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC_CCS,gas (CC CCS) (dry cooling),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC_CCS,gas (CC CCS) (recirculating),2020,CO2_Pol
CT,base load generation,gas,gas_base_CC_CCS,gas (CC CCS) (seawater),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen II,Gen_II_LWR (cooling pond),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen II,Gen_II_LWR (once through),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen II,Gen_II_LWR (recirculating),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen II,Gen_II_LWR (seawater),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen III,Gen_III (cooling pond),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen III,Gen_III (recirculating),2020,CO2_Pol
CT,base load generation,nuclear,nuc_base_Gen III,Gen_III (seawater),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_CC,refined liquids (CC) (dry cooling),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_CC,refined liquids (CC) (recirculating),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_CC,refined liquids (CC) (seawater),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_CC_CCS,refined liquids (CC CCS) (dry cooling),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_CC_CCS,refined liquids (CC CCS) (recirculating),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_CC_CCS,refined liquids (CC CCS) (seawater),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_steam/CT,refined liquids (steam/CT) (cooling pond),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_steam/CT,refined liquids (steam/CT) (dry cooling),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_steam/CT,refined liquids (steam/CT) (once through),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_steam/CT,refined liquids (steam/CT) (recirculating),2020,CO2_Pol
CT,base load generation,refined liquids,refined liquids_base_steam/CT,refined liquids (steam/CT) (seawater),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv,biomass (conv) (cooling pond),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv,biomass (conv) (dry cooling),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv,biomass (conv) (once through),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv,biomass (conv) (recirculating),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv,biomass (conv) (seawater),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv_CCS,biomass (conv CCS) (dry cooling),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv_CCS,biomass (conv CCS) (recirculating),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_conv_CCS,biomass (conv CCS) (seawater),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_IGCC,biomass (IGCC) (dry cooling),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_IGCC,biomass (IGCC) (recirculating),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_IGCC,biomass (IGCC) (seawater),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_IGCC_CCS,biomass (IGCC CCS) (dry cooling),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_IGCC_CCS,biomass (IGCC CCS) (recirculating),2020,CO2_Pol
CT,intermediate generation,biomass,biomass_int_IGCC_CCS,biomass (IGCC CCS) (seawater),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1951-1955,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1951-1955,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1951-1955,coal (conv pul) (once through),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1951-1955,coal (conv pul) (recirculating),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1956-1960,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1956-1960,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1956-1960,coal (conv pul) (once through),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1956-1960,coal (conv pul) (recirculating),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1961-1965,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1961-1965,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1961-1965,coal (conv pul) (once through),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1961-1965,coal (conv pul) (recirculating),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1966-1970,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1966-1970,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1966-1970,coal (conv pul) (once through),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1966-1970,coal (conv pul) (recirculating),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1966-1970,coal (conv pul) (seawater),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1971-1975,coal (conv pul) (cooling pond),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1971-1975,coal (conv pul) (dry cooling),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1971-1975,coal (conv pul) (once through),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1971-1975,coal (conv pul) (recirculating),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1971-1975,coal (conv pul) (seawater),2020,CO2_Pol
CT,intermediate generation,coal,coal_int_conv pul 1976-1980,coal (conv pul) (cooling pond),2020,CO2_Pol
